productId,title,description,category,modifiers,keywords,releaseDate
"P1177","Denim Slim Fit Pullover","Defined by pullover combining denim refinement and slim fit. Perfect for life on the move.","pullover","denim, slim fit","minimalist, white, pullover","2023-05-12"
"P1178","Trendy Solid Jumpsuit","Boldly combining jumpsuit combining trendy elegance and solid. Perfect for urban living.","jumpsuit","trendy, solid","cotton, new, jumpsuit","2023-10-23"
"P1179","White Men Tank Top","A comfortable tank top combining white versatility and men. Perfect for casual chic. Introducing the Wallis and Futuna-inspired Table, blending frequent style with local craftsmanship","tank top","white, men","vintage, winter, tank top","2023-02-18"
"P1180","Minimalist Women Boots","Defined by boots combining minimalist performance and women. Perfect for life on the move.","boots","minimalist, women","football jersey, boots, boots","2024-10-17"
"P1181","Fitted Trendy Jeans","Designed around jeans combining fitted personality and trendy. Perfect for comfort-first fashion.","jeans","fitted, trendy","fall, petite, jeans","2022-09-03"
"P1182","Striped Low-rise Sneakers","Channeling sneakers combining striped style and low-rise. Perfect for city exploration.","sneakers","striped, low-rise","printed, petite, sneakers","2022-06-12"
"P1183","Trendy Vintage Jeans","Engineered for jeans combining trendy mobility and vintage. Perfect for weekend escapes.","jeans","trendy, vintage","low-rise, olive, jeans","2023-03-18"
"P1184","Solid Organic Pants","Intended for pants combining solid motion and organic. Perfect for refined taste.","pants","solid, organic","coat, winter, pants","2023-02-24"
"P1185","Cropped Petite Jumpsuit","Embracing jumpsuit combining cropped softness and petite. Perfect for timeless appeal.","jumpsuit","cropped, petite","high-waisted, striped, jumpsuit","2023-09-14"
"P1186","Linen Denim Trench Coat","Shaped by trench coat combining linen personality and denim. Perfect for comfort-first fashion.","trench coat","linen, denim","beige, white, trench coat","2023-09-25"
"P1187","Cotton Mid-rise Leggings","Shaped by leggings combining cotton motion and mid-rise. Perfect for everyday adventures.","leggings","cotton, mid-rise","fitted, loose, leggings","2023-04-04"
"P1188","Organic Wool Dress","Crafted around dress combining organic edge and wool. Perfect for timeless trends.","dress","organic, wool","longline, winter, dress","2023-02-25"
"P1189","Vintage Floral Cardigan","A stylish cardigan combining vintage refinement and floral. Perfect for life on the move.","cardigan","vintage, floral","linen, loose, cardigan","2022-08-10"
"P1190","Plaid Floral Romper","Tailored with romper combining plaid comfort and floral. Perfect for a bold statement.","romper","plaid, floral","barbie, glitter, romper","2023-03-13"
"P1191","Fall Linen Flats","Curated to match flats combining fall versatility and linen. Perfect for cool sophistication.","flats","fall, linen","new, men, flats","2022-05-17"
"P1192","Striped Printed Bomber Jacket","Designed for bomber jacket combining striped texture and printed. Perfect for timeless appeal.","bomber jacket","striped, printed","summer, spring, bomber jacket","2023-05-19"
"P1193","Beige Sleeveless Crop Top","Boldly combining crop top combining beige warmth and sleeveless. Perfect for cool sophistication.","crop top","beige, sleeveless","floral, striped, crop top","2025-03-05"
"P1194","Cropped Loose Loafer","Crafted around loafer combining cropped structure and loose. Perfect for weekend escapes.","loafer","cropped, loose","thermal, trendy, loafer","2023-12-28"
"P1195","Plus Size Solid Sandals","Meticulously crafted sandals combining plus size elegance and solid. Perfect for all-day wear.","sandals","plus size, solid","unisex, organic, sandals","2024-09-07"
"P1196","Printed Sleeveless Crop Top","A modern crop top combining printed texture and sleeveless. Perfect for timeless trends.","crop top","printed, sleeveless","minimalist, olive, crop top","2024-05-24"
"P1197","Linen Organic Hoodie","Designed around hoodie combining linen versatility and organic. Perfect for modern flair.","hoodie","linen, organic","floral, wool, hoodie","2023-09-17"
"P1198","White Floral Sandals","For fans of sandals combining white softness and floral. Perfect for functional design.","sandals","white, floral","leather, high-waisted, sandals","2022-11-07"
"P1199","Cropped Sleeveless Jacket","Tailored with jacket combining cropped comfort and sleeveless. Perfect for all-day wear.","jacket","cropped, sleeveless","denim, navy, jacket","2023-04-30"
"P1200","Low-rise Oversized Romper","Designed around romper combining low-rise refinement and oversized. Perfect for modern flair.","romper","low-rise, oversized","women, summer, romper","2023-08-12"
"P1201","Floral Striped Slides","Built with slides combining floral durability and striped. Perfect for city exploration.","slides","floral, striped","fitted, summer, slides","2023-09-05"
"P1202","Linen Navy Sneakers","Experience unmatched sneakers combining linen refinement and navy. Perfect for a bold statement.","sneakers","linen, navy","mid-rise, floral, sneakers","2023-11-28"
"P1203","Fitted Vintage Skirt","Meticulously crafted skirt combining fitted form and vintage. Perfect for refined taste.","skirt","fitted, vintage","navy, trendy, skirt","2025-04-04"
"P1204","Vintage Spring Heels","Curated to match heels combining vintage quality and spring. Perfect for long-lasting elegance.","heels","vintage, spring","longline, navy, heels","2023-10-02"
"P1205","Slim Fit Wool Sweater","Built with sweater combining slim fit softness and wool. Perfect for timeless trends.","sweater","slim fit, wool","printed, oversized, sweater","2022-05-03"
"P1206","Petite Men Hoodie","Engineered for hoodie combining petite quality and men. Perfect for everyday adventures.","hoodie","petite, men","organic, sweater, hoodie","2023-02-01"
"P1207","Cropped Winter Crop Top","Developed for crop top combining cropped personality and winter. Perfect for weekend escapes.","crop top","cropped, winter","fleece, fall, crop top","2025-01-20"
"P1208","Summer Striped Shirt","Crafted for shirt combining summer flair and striped. Perfect for modern flair.","shirt","summer, striped","organic, fall, shirt","2022-05-27"
"P1209","Solid Olive Sweater","Embracing sweater combining solid flair and olive. Perfect for cool sophistication.","sweater","solid, olive","pastel, summer, sweater","2023-04-14"
"P1210","Trendy Black Coat","Elevated by coat combining trendy mobility and black. Perfect for urban living.","coat","trendy, black","sleeveless, loose, coat","2025-04-19"
"P1211","Tall Mid-rise Leggings","An essential leggings combining tall comfort and mid-rise. Perfect for modern flair.","leggings","tall, mid-rise","linen, beige, leggings","2024-10-30"
"P1212","Sleeveless Minimalist Leggings","Rooted in leggings combining sleeveless softness and minimalist. Perfect for seasonal comfort.","leggings","sleeveless, minimalist","wool, olive, leggings","2022-11-02"
"P1213","Mid-rise Striped Cardigan","Designed for cardigan combining mid-rise warmth and striped. Perfect for timeless trends.","cardigan","mid-rise, striped","leather, fall, cardigan","2022-11-28"
"P1214","Fall Cropped T-shirt","Designed around t-shirt combining fall motion and cropped. Perfect for classic vibes.","t-shirt","fall, cropped","winter, cotton, t-shirt","2022-07-21"
"P1215","Cotton Navy Cardigan","With influences of cardigan combining cotton motion and navy. Perfect for refined taste.","cardigan","cotton, navy","floral, longline, cardigan","2022-06-04"
"P1216","Navy Petite Dress","Crafted around dress combining navy texture and petite. Perfect for daily wear.","dress","navy, petite","spring, sleeveless, dress","2024-07-11"
"P1217","Printed Plaid Boots","Meticulously crafted boots combining printed softness and plaid. Perfect for timeless trends.","boots","printed, plaid","crop top, new, boots","2022-06-12"
"P1218","Slim Fit Printed Trench Coat","Embracing trench coat combining slim fit motion and printed. Perfect for city exploration.","trench coat","slim fit, printed","olive, fall, trench coat","2023-12-13"
"P1219","Floral Fitted Pants","A modern pants combining floral influence and fitted. Perfect for functional design.","pants","floral, fitted","fall, plaid, pants","2023-09-10"
"P1220","Women Floral Boots","Shaped by boots combining women personality and floral. Perfect for timeless appeal.","boots","women, floral","mid-rise, plaid, boots","2023-10-04"
"P1221","Women Vintage Shorts","Engineered for shorts combining women edge and vintage. Perfect for urban living.","shorts","women, vintage","navy, summer, shorts","2022-06-03"
"P1222","Sleeveless Wool Jeans","Tailored with jeans combining sleeveless durability and wool. Perfect for timeless appeal.","jeans","sleeveless, wool","white, slim fit, jeans","2023-08-05"
"P1223","Printed Floral Jacket","Rooted in jacket combining printed texture and floral. Perfect for life on the move.","jacket","printed, floral","white, fleece, jacket","2023-02-19"
"P1224","Unisex Linen Slides","Inspired by slides combining unisex structure and linen. Perfect for effortless cool.","slides","unisex, linen","men, sleeveless, slides","2023-06-29"
"P1225","Mid-rise Solid Jeans","Tailored with jeans combining mid-rise form and solid. Perfect for life on the move.","jeans","mid-rise, solid","pastel, white, jeans","2023-03-03"
"P1226","Spring White Sneakers","For fans of sneakers combining spring form and white. Perfect for timeless appeal.","sneakers","spring, white","organic, petite, sneakers","2023-08-14"
"P1227","Women Men Shorts","Curated to match shorts combining women style and men. Perfect for effortless cool.","shorts","women, men","spring, high-waisted, shorts","2025-01-16"
"P1228","White Black Bomber Jacket","Tailored with bomber jacket combining white texture and black. Perfect for urban living.","bomber jacket","white, black","breathable, fall, bomber jacket","2024-07-30"
"P1229","Unisex Wool Romper","Created to enhance romper combining unisex structure and wool. Perfect for daily wear.","romper","unisex, wool","winter, fall, romper","2023-08-05"
"P1230","Denim Petite Dress","Embracing dress combining denim quality and petite. Perfect for urban living.","dress","denim, petite","fall, summer, dress","2022-09-09"
"P1231","Striped Low-rise Trench Coat","Boldly combining trench coat combining striped form and low-rise. Perfect for seasonal comfort.","trench coat","striped, low-rise","summer, chrome, trench coat","2024-12-02"
"P1232","Striped Plus Size Sneakers","Curated to match sneakers combining striped softness and plus size. Perfect for long-lasting elegance.","sneakers","striped, plus size","petite, leather, sneakers","2022-05-03"
"P1233","Tall Spring Leggings","Crafted for leggings combining tall warmth and spring. Perfect for timeless trends.","leggings","tall, spring","fitted, black, leggings","2023-08-14"
"P1234","Tall Trendy Skirt","Evolving from skirt combining tall performance and trendy. Perfect for weekend escapes.","skirt","tall, trendy","low-rise, new, skirt","2022-10-09"
"P1235","Striped Spring Bomber Jacket","Experience unmatched bomber jacket combining striped performance and spring. Perfect for effortless cool.","bomber jacket","striped, spring","olive, new, bomber jacket","2023-02-09"
"P1236","Unisex Oversized Skirt","Embracing skirt combining unisex texture and oversized. Perfect for timeless trends.","skirt","unisex, oversized","wool, crop top, skirt","2022-08-24"
